,bankroll,alpha,binarize,fit_priorbool,span_value,test_size_value,ROI,Number_of_bets,0
708,,0.1,1.0,False,0.3,9,-0.4313163265306123,980,-322.69000000000005
709,,0.1,1.0,False,0.3,10,-0.4025324114088158,1157,-365.7299999999999
710,,0.1,1.0,False,0.4,1,-0.5359097455592895,2083,-1016.3
711,,0.1,1.0,False,0.4,2,-0.48920454545454545,1496,-631.85
712,,0.1,1.0,False,0.4,3,-0.4992746113989636,579,-189.07999999999996
713,,0.1,1.0,False,0.4,4,-0.5083268912203203,1811,-820.5799999999999
714,,0.1,1.0,False,0.4,5,-0.4932265112891479,1373,-577.2
715,,0.1,1.0,False,0.4,6,-0.5174953959484345,543,-180.99999999999994
716,,0.1,1.0,False,0.4,7,-0.4977719033232628,1324,-559.05
717,,0.1,1.0,False,0.4,8,-0.5089761354888375,1299,-561.1599999999999
718,,0.1,1.0,False,0.4,9,-0.5145475819032761,1282,-559.65
719,,0.1,1.0,False,0.4,10,-0.5135424940428911,1259,-546.55
720,,0.1,10.0,True,0.1,1,-0.10330115830115835,518,46.489999999999974
721,,0.1,10.0,True,0.1,2,-0.15244755244755243,143,78.2
722,,0.1,10.0,True,0.1,3,-0.12902985074626871,134,82.71
723,,0.1,10.0,True,0.1,4,-0.1682300884955754,113,80.98999999999998
724,,0.1,10.0,True,0.1,5,-0.16336283185840728,113,81.53999999999998
725,,0.1,10.0,True,0.1,6,-0.10103703703703704,135,86.36
726,,0.1,10.0,True,0.1,7,-0.2131531531531534,111,76.33999999999997
727,,0.1,10.0,True,0.1,8,0.007448453608247644,388,102.89000000000009
728,,0.1,10.0,True,0.1,9,-0.21401869158878523,107,77.09999999999998
729,,0.1,10.0,True,0.1,10,0.008582089552239061,268,102.30000000000007
730,,0.1,10.0,True,0.2,1,-0.06201485608170839,1077,33.210000000000065
731,,0.1,10.0,True,0.2,2,-0.09227208976157064,713,34.210000000000136
732,,0.1,10.0,True,0.2,3,-0.07978813559322023,708,43.510000000000076
733,,0.1,10.0,True,0.2,4,-0.08897887323943646,284,74.73000000000005
734,,0.1,10.0,True,0.2,5,-0.10287769784172651,695,28.50000000000007
735,,0.1,10.0,True,0.2,6,-0.08638596491228052,285,75.38000000000005
736,,0.1,10.0,True,0.2,7,-0.09903114186851193,289,71.38000000000005
737,,0.1,10.0,True,0.2,8,-0.10508650519031124,289,69.63000000000005
738,,0.1,10.0,True,0.2,9,-0.1146808510638296,282,67.66000000000005
739,,0.1,10.0,True,0.2,10,-0.1286833855799373,638,17.900000000000013
740,,0.1,10.0,True,0.3,1,-0.36291850915982304,1583,-474.4999999999999
741,,0.1,10.0,True,0.3,2,-0.41140311804008917,449,-84.72000000000001
742,,0.1,10.0,True,0.3,3,-0.38631428571428583,350,-35.21000000000002
743,,0.1,10.0,True,0.3,4,-0.4002994791666666,768,-207.42999999999995
744,,0.1,10.0,True,0.3,5,-0.40425850340136044,735,-197.12999999999994
745,,0.1,10.0,True,0.3,6,-0.41582104228121924,1017,-322.89
746,,0.1,10.0,True,0.3,7,-0.3528700906344411,662,-133.6
747,,0.1,10.0,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
748,,0.1,10.0,True,0.3,9,-0.38666666666666677,420,-62.40000000000002
749,,0.1,10.0,True,0.3,10,-0.42610766045548654,966,-311.62
750,,0.1,10.0,True,0.4,1,-0.5341892534474559,2103,-1023.3999999999999
751,,0.1,10.0,True,0.4,2,-0.5254025423728813,1888,-891.9599999999999
752,,0.1,10.0,True,0.4,3,-0.4901502629601803,1331,-552.39
753,,0.1,10.0,True,0.4,4,-0.4878468208092486,1384,-575.1800000000001
754,,0.1,10.0,True,0.4,5,-0.5135193621867881,1756,-801.7399999999999
755,,0.1,10.0,True,0.4,6,-0.5191533451746595,1689,-776.8499999999999
756,,0.1,10.0,True,0.4,7,-0.51654478976234,547,-182.54999999999995
757,,0.1,10.0,True,0.4,8,-0.5082196339434275,1202,-510.87999999999994
758,,0.1,10.0,True,0.4,9,-0.5132630691399663,1186,-508.72999999999996
759,,0.1,10.0,True,0.4,10,-0.5159665871121718,1257,-548.5699999999999
760,,0.1,10.0,False,0.1,1,-0.10052930056710775,529,46.82
761,,0.1,10.0,False,0.1,2,-0.12902985074626871,134,82.71
762,,0.1,10.0,False,0.1,3,-0.12902985074626871,134,82.71
763,,0.1,10.0,False,0.1,4,-0.12248120300751884,133,83.71
764,,0.1,10.0,False,0.1,5,-0.11261194029850749,134,84.91
765,,0.1,10.0,False,0.1,6,-0.16336283185840728,113,81.53999999999998
766,,0.1,10.0,False,0.1,7,-0.1256617647058824,136,82.91
767,,0.1,10.0,False,0.1,8,-0.127925925925926,135,82.72999999999999
768,,0.1,10.0,False,0.1,9,-0.13316939890710391,183,75.62999999999998
769,,0.1,10.0,False,0.1,10,0.00504477611940319,335,101.69000000000007
770,,0.1,10.0,False,0.2,1,-0.060221606648199394,1083,34.78000000000006
771,,0.1,10.0,False,0.2,2,-0.06151639344262274,244,84.99000000000005
772,,0.1,10.0,False,0.2,3,-0.09743859649122791,285,72.23000000000005
773,,0.1,10.0,False,0.2,4,-0.052240663900414715,241,87.41000000000005
774,,0.1,10.0,False,0.2,5,-0.1015850144092218,694,29.50000000000007
775,,0.1,10.0,False,0.2,6,-0.08638596491228052,285,75.38000000000005
776,,0.1,10.0,False,0.2,7,-0.10213793103448258,290,70.38000000000005
777,,0.1,10.0,False,0.2,8,-0.057458333333333125,240,86.21000000000005
778,,0.1,10.0,False,0.2,9,-0.10817241379310327,290,68.63000000000005
779,,0.1,10.0,False,0.2,10,-0.10320689655172396,290,70.07000000000005
780,,0.1,10.0,False,0.3,1,-0.3715762925598991,1586,-489.31999999999994
781,,0.1,10.0,False,0.3,2,-0.41008928571428577,448,-83.72000000000001
782,,0.1,10.0,False,0.3,3,-0.41008928571428577,448,-83.72000000000001
783,,0.1,10.0,False,0.3,4,-0.42500932835820904,1072,-355.61000000000007
784,,0.1,10.0,False,0.3,5,-0.41794230769230767,1040,-334.65999999999997
785,,0.1,10.0,False,0.3,6,-0.3820289855072464,345,-31.800000000000026
786,,0.1,10.0,False,0.3,7,-0.3895734597156399,422,-64.40000000000002
787,,0.1,10.0,False,0.3,8,-0.38666666666666677,420,-62.40000000000002
788,,0.1,10.0,False,0.3,9,-0.40742424242424236,1188,-384.0199999999999
789,,0.1,10.0,False,0.3,10,-0.42610766045548654,966,-311.62
790,,0.1,10.0,False,0.4,1,-0.5343668753009148,2077,-1009.8799999999999
791,,0.1,10.0,False,0.4,2,-0.48920454545454545,1496,-631.85
792,,0.1,10.0,False,0.4,3,-0.4894101508916323,1458,-613.56
793,,0.1,10.0,False,0.4,4,-0.5139814814814814,540,-177.54999999999995
794,,0.1,10.0,False,0.4,5,-0.49486151603498535,1372,-578.9499999999999
795,,0.1,10.0,False,0.4,6,-0.5178106508875739,1690,-775.0999999999999
796,,0.1,10.0,False,0.4,7,-0.5436720554272516,866,-370.81999999999994
797,,0.1,10.0,False,0.4,8,-0.5085978428351309,1298,-560.1599999999999
798,,0.1,10.0,False,0.4,9,-0.5160811865729897,1281,-561.0999999999999
799,,0.1,10.0,False,0.4,10,-0.5142380952380952,1260,-547.9399999999999
800,,0.5,0.01,True,0.1,1,-0.09890566037735847,530,47.58000000000001
801,,0.5,0.01,True,0.1,2,0.02184848484848509,330,107.21000000000008
802,,0.5,0.01,True,0.1,3,-0.1682300884955754,113,80.98999999999998
803,,0.5,0.01,True,0.1,4,-0.11074626865671644,134,85.16
804,,0.5,0.01,True,0.1,5,-0.11261194029850749,134,84.91
805,,0.5,0.01,True,0.1,6,-0.11261194029850749,134,84.91
806,,0.5,0.01,True,0.1,7,-0.2131531531531534,111,76.33999999999997
807,,0.5,0.01,True,0.1,8,-0.20600000000000024,110,77.33999999999997
808,,0.5,0.01,True,0.1,9,-0.127925925925926,135,82.72999999999999
809,,0.5,0.01,True,0.1,10,0.024511784511784755,297,107.28000000000007
810,,0.5,0.01,True,0.2,1,-0.060220941402497515,1041,37.31000000000009
811,,0.5,0.01,True,0.2,2,-0.0789136904761903,672,46.97000000000011
812,,0.5,0.01,True,0.2,3,-0.09743859649122791,285,72.23000000000005
813,,0.5,0.01,True,0.2,4,-0.09376306620209043,287,73.09000000000005
814,,0.5,0.01,True,0.2,5,-0.10416666666666656,696,27.50000000000007
815,,0.5,0.01,True,0.2,6,-0.09275261324041793,287,73.38000000000005
816,,0.5,0.01,True,0.2,7,-0.110299003322259,301,66.80000000000004
817,,0.5,0.01,True,0.2,8,-0.053514644351464226,239,87.21000000000005
818,,0.5,0.01,True,0.2,9,-0.10817241379310327,290,68.63000000000005
819,,0.5,0.01,True,0.2,10,-0.10320689655172396,290,70.07000000000005
820,,0.5,0.01,True,0.3,1,-0.36610180412371124,1552,-468.1899999999999
821,,0.5,0.01,True,0.3,2,-0.4001082055906222,1109,-343.72
822,,0.5,0.01,True,0.3,3,-0.4153910614525139,1432,-494.8399999999999
823,,0.5,0.01,True,0.3,4,-0.41617816091954024,1392,-479.32000000000005
824,,0.5,0.01,True,0.3,5,-0.38225419664268595,417,-59.40000000000002
825,,0.5,0.01,True,0.3,6,-0.38373205741626804,418,-60.40000000000002
826,,0.5,0.01,True,0.3,7,-0.3676162790697674,688,-152.92
827,,0.5,0.01,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
828,,0.5,0.01,True,0.3,9,-0.4313163265306123,980,-322.69000000000005
829,,0.5,0.01,True,0.3,10,-0.3854631828978623,421,-62.280000000000015
830,,0.5,0.01,True,0.4,1,-0.527547619047619,2100,-1007.8499999999999
831,,0.5,0.01,True,0.4,2,-0.500998278829604,581,-191.07999999999996
832,,0.5,0.01,True,0.4,3,-0.5245134228187919,1788,-837.8299999999999
833,,0.5,0.01,True,0.4,4,-0.5031660899653978,578,-190.82999999999996
834,,0.5,0.01,True,0.4,5,-0.5094977678571428,1792,-813.02
835,,0.5,0.01,True,0.4,6,-0.5203199052132701,1688,-778.3
836,,0.5,0.01,True,0.4,7,-0.4991094339622641,1325,-561.3199999999999
837,,0.5,0.01,True,0.4,8,-0.520920554854981,1586,-726.18
838,,0.5,0.01,True,0.4,9,-0.5141686182669789,1281,-558.65
839,,0.5,0.01,True,0.4,10,-0.5155812101910827,1256,-547.5699999999999
840,,0.5,0.01,False,0.1,1,-0.10937499999999997,528,42.250000000000014
841,,0.5,0.01,False,0.1,2,-0.16413793103448274,145,76.2
842,,0.5,0.01,False,0.1,3,-0.1682300884955754,113,80.98999999999998
843,,0.5,0.01,False,0.1,4,0.04699421965317949,346,116.2600000000001
844,,0.5,0.01,False,0.1,5,0.02800000000000025,315,108.82000000000008
845,,0.5,0.01,False,0.1,6,-0.11261194029850749,134,84.91
846,,0.5,0.01,False,0.1,7,-0.2131531531531534,111,76.33999999999997
847,,0.5,0.01,False,0.1,8,0.0007931034482760718,290,100.23000000000006
848,,0.5,0.01,False,0.1,9,0.009967105263158133,304,103.03000000000007
849,,0.5,0.01,False,0.1,10,-0.13433823529411773,136,81.72999999999999
850,,0.5,0.01,False,0.2,1,-0.06480930232558132,1075,30.33000000000007
851,,0.5,0.01,False,0.2,2,-0.09743859649122791,285,72.23000000000005
852,,0.5,0.01,False,0.2,3,-0.11907894736842092,304,63.80000000000004
853,,0.5,0.01,False,0.2,4,-0.07668711656441703,652,50.0000000000001
854,,0.5,0.01,False,0.2,5,-0.10028860028860016,693,30.500000000000078
855,,0.5,0.01,False,0.2,6,-0.0895804195804194,286,74.38000000000005
856,,0.5,0.01,False,0.2,7,-0.10104501607717023,622,37.15000000000012
857,,0.5,0.01,False,0.2,8,-0.10197916666666648,288,70.63000000000005
858,,0.5,0.01,False,0.2,9,-0.1107931570762052,643,28.760000000000062
859,,0.5,0.01,False,0.2,10,-0.10628865979381426,291,69.07000000000005
860,,0.5,0.01,False,0.3,1,-0.3701032258064515,1550,-473.65999999999985
861,,0.5,0.01,False,0.3,2,-0.41140311804008917,449,-84.72000000000001
862,,0.5,0.01,False,0.3,3,-0.41008928571428577,448,-83.72000000000001
863,,0.5,0.01,False,0.3,4,-0.38225419664268595,417,-59.40000000000002
864,,0.5,0.01,False,0.3,5,-0.38225419664268595,417,-59.40000000000002
865,,0.5,0.01,False,0.3,6,-0.3747337278106509,676,-153.32
866,,0.5,0.01,False,0.3,7,-0.3895734597156399,422,-64.40000000000002
867,,0.5,0.01,False,0.3,8,-0.402258064516129,1209,-386.3299999999999
868,,0.5,0.01,False,0.3,9,-0.38666666666666677,420,-62.40000000000002
869,,0.5,0.01,False,0.3,10,-0.42610766045548654,966,-311.62
870,,0.5,0.01,False,0.4,1,-0.5406129343629343,2072,-1020.1499999999999
871,,0.5,0.01,False,0.4,2,-0.4877087508350034,1497,-630.1000000000001
872,,0.5,0.01,False,0.4,3,-0.4878752570253598,1459,-611.81
873,,0.5,0.01,False,0.4,4,-0.4878468208092486,1384,-575.1800000000001
874,,0.5,0.01,False,0.4,5,-0.5135193621867881,1756,-801.7399999999999
875,,0.5,0.01,False,0.4,6,-0.5178106508875739,1690,-775.0999999999999
876,,0.5,0.01,False,0.4,7,-0.49886535552193645,1322,-559.5
877,,0.5,0.01,False,0.4,8,-0.5104853620955315,1298,-562.6099999999999
878,,0.5,0.01,False,0.4,9,-0.5157031249999999,1280,-560.0999999999999
879,,0.5,0.01,False,0.4,10,-0.5331694352159468,1505,-702.42
880,,0.5,0.1,True,0.1,1,-0.11094117647058824,510,43.42
881,,0.5,0.1,True,0.1,2,-0.12902985074626871,134,82.71
882,,0.5,0.1,True,0.1,3,-0.15244755244755243,143,78.2
883,,0.5,0.1,True,0.1,4,-0.12248120300751884,133,83.71
884,,0.5,0.1,True,0.1,5,0.040474777448071514,337,113.6400000000001
885,,0.5,0.1,True,0.1,6,-0.10103703703703704,135,86.36
886,,0.5,0.1,True,0.1,7,-0.11416058394160584,137,84.36
887,,0.5,0.1,True,0.1,8,-0.11632352941176476,136,84.17999999999999
888,,0.5,0.1,True,0.1,9,-0.127925925925926,135,82.72999999999999
889,,0.5,0.1,True,0.1,10,0.00403703703703726,270,101.09000000000006
890,,0.5,0.1,True,0.2,1,-0.06072533849129593,1034,37.21000000000001
891,,0.5,0.1,True,0.2,2,-0.098931506849315,730,27.780000000000065
892,,0.5,0.1,True,0.2,3,-0.09743859649122791,285,72.23000000000005
893,,0.5,0.1,True,0.2,4,-0.09534965034965019,286,72.73000000000005
894,,0.5,0.1,True,0.2,5,-0.0895804195804194,286,74.38000000000005
895,,0.5,0.1,True,0.2,6,-0.0895804195804194,286,74.38000000000005
896,,0.5,0.1,True,0.2,7,-0.09903114186851193,289,71.38000000000005
897,,0.5,0.1,True,0.2,8,-0.11570552147239255,652,24.560000000000066
898,,0.5,0.1,True,0.2,9,-0.1146808510638296,282,67.66000000000005
899,,0.5,0.1,True,0.2,10,-0.10957446808510621,282,69.10000000000005
900,,0.5,0.1,True,0.3,1,-0.3610121716848173,1561,-463.53999999999985
901,,0.5,0.1,True,0.3,2,-0.41140311804008917,449,-84.72000000000001
902,,0.5,0.1,True,0.3,3,-0.41140311804008917,449,-84.72000000000001
903,,0.5,0.1,True,0.3,4,-0.38225419664268595,417,-59.40000000000002
904,,0.5,0.1,True,0.3,5,-0.38225419664268595,417,-59.40000000000002
905,,0.5,0.1,True,0.3,6,-0.41008928571428577,448,-83.72000000000001
906,,0.5,0.1,True,0.3,7,-0.42229702970297034,1010,-326.52000000000004
907,,0.5,0.1,True,0.3,8,-0.3869679300291546,343,-32.73000000000003
908,,0.5,0.1,True,0.3,9,-0.38666666666666677,420,-62.40000000000002
909,,0.5,0.1,True,0.3,10,-0.3854631828978623,421,-62.280000000000015
910,,0.5,0.1,True,0.4,1,-0.5323229070837167,2174,-1057.27
911,,0.5,0.1,True,0.4,2,-0.4888628762541807,1495,-630.8500000000001
912,,0.5,0.1,True,0.4,3,-0.5209357030841609,1913,-896.55
913,,0.5,0.1,True,0.4,4,-0.5070805739514348,1812,-818.8299999999999
914,,0.5,0.1,True,0.4,5,-0.4905819730305181,1409,-591.23
915,,0.5,0.1,True,0.4,6,-0.5174953959484345,543,-180.99999999999994
916,,0.5,0.1,True,0.4,7,-0.4977719033232628,1324,-559.05
917,,0.5,0.1,True,0.4,8,-0.5199811083123425,1588,-725.7299999999999
918,,0.5,0.1,True,0.4,9,-0.5308751608751608,1554,-724.98
919,,0.5,0.1,True,0.4,10,-0.5135829307568437,1242,-537.8699999999999
920,,0.5,0.1,False,0.1,1,-0.09957407407407404,540,46.23000000000002
921,,0.5,0.1,False,0.1,2,-0.18672566371681437,113,78.89999999999998
922,,0.5,0.1,False,0.1,3,-0.12902985074626871,134,82.71
923,,0.5,0.1,False,0.1,4,-0.11074626865671644,134,85.16
924,,0.5,0.1,False,0.1,5,-0.11261194029850749,134,84.91
925,,0.5,0.1,False,0.1,6,-0.15244755244755243,143,78.2
926,,0.5,0.1,False,0.1,7,-0.2131531531531534,111,76.33999999999997
927,,0.5,0.1,False,0.1,8,-0.20600000000000024,110,77.33999999999997
928,,0.5,0.1,False,0.1,9,-0.127925925925926,135,82.72999999999999
929,,0.5,0.1,False,0.1,10,0.024511784511784755,297,107.28000000000007
930,,0.5,0.1,False,0.2,1,-0.06399428026692079,1049,32.87000000000009
931,,0.5,0.1,False,0.2,2,-0.09898954703832737,287,71.59000000000005
932,,0.5,0.1,False,0.2,3,-0.07848656294200838,707,44.510000000000076
933,,0.5,0.1,False,0.2,4,-0.09534965034965019,286,72.73000000000005
934,,0.5,0.1,False,0.2,5,-0.12955580865603644,878,-13.75
935,,0.5,0.1,False,0.2,6,-0.09275261324041793,287,73.38000000000005
936,,0.5,0.1,False,0.2,7,-0.10213793103448258,290,70.38000000000005
937,,0.5,0.1,False,0.2,8,-0.10197916666666648,288,70.63000000000005
938,,0.5,0.1,False,0.2,9,-0.11281733746130021,646,27.12000000000006
939,,0.5,0.1,False,0.2,10,-0.12731554160125588,637,18.900000000000013
940,,0.5,0.1,False,0.3,1,-0.3616357827476037,1565,-465.95999999999987
941,,0.5,0.1,False,0.3,2,-0.41008928571428577,448,-83.72000000000001
942,,0.5,0.1,False,0.3,3,-0.4153910614525139,1432,-494.8399999999999
943,,0.5,0.1,False,0.3,4,-0.38225419664268595,417,-59.40000000000002
944,,0.5,0.1,False,0.3,5,-0.4285527544351074,1071,-358.98
945,,0.5,0.1,False,0.3,6,-0.38373205741626804,418,-60.40000000000002
946,,0.5,0.1,False,0.3,7,-0.3528700906344411,662,-133.6
947,,0.5,0.1,False,0.3,8,-0.38666666666666677,420,-62.40000000000002
948,,0.5,0.1,False,0.3,9,-0.4313163265306123,980,-322.69000000000005
949,,0.5,0.1,False,0.3,10,-0.3854631828978623,421,-62.280000000000015
950,,0.5,0.1,False,0.4,1,-0.5346798710271764,2171,-1060.79
951,,0.5,0.1,False,0.4,2,-0.5031660899653978,578,-190.82999999999996
952,,0.5,0.1,False,0.4,3,-0.4918345864661654,1330,-554.14
953,,0.5,0.1,False,0.4,4,-0.48747650036153295,1383,-574.1800000000001
954,,0.5,0.1,False,0.4,5,-0.4905819730305181,1409,-591.23
955,,0.5,0.1,False,0.4,6,-0.5191533451746595,1689,-776.8499999999999
956,,0.5,0.1,False,0.4,7,-0.499244142101285,1323,-560.5
957,,0.5,0.1,False,0.4,8,-0.5199811083123425,1588,-725.7299999999999
958,,0.5,0.1,False,0.4,9,-0.5145475819032761,1282,-559.65
959,,0.5,0.1,False,0.4,10,-0.5155812101910827,1256,-547.5699999999999
960,,0.5,0.5,True,0.1,1,-0.10667300380228135,526,43.89000000000001
961,,0.5,0.5,True,0.1,2,-0.15244755244755243,143,78.2
962,,0.5,0.5,True,0.1,3,-0.12902985074626871,134,82.71
963,,0.5,0.5,True,0.1,4,-0.1682300884955754,113,80.98999999999998
964,,0.5,0.5,True,0.1,5,-0.11261194029850749,134,84.91
965,,0.5,0.5,True,0.1,6,-0.16336283185840728,113,81.53999999999998
966,,0.5,0.5,True,0.1,7,-0.0017060367454066153,381,99.35000000000008
967,,0.5,0.5,True,0.1,8,0.013280254777070295,314,104.17000000000007
968,,0.5,0.5,True,0.1,9,0.009967105263158133,304,103.03000000000007
969,,0.5,0.5,True,0.1,10,0.024511784511784755,297,107.28000000000007
970,,0.5,0.5,True,0.2,1,-0.06454372623574137,1052,32.10000000000008
971,,0.5,0.5,True,0.2,2,-0.06361788617886158,246,84.35000000000005
972,,0.5,0.5,True,0.2,3,-0.11324503311258265,302,65.80000000000004
973,,0.5,0.5,True,0.2,4,-0.0888760806916425,694,38.32000000000011
974,,0.5,0.5,True,0.2,5,-0.0895804195804194,286,74.38000000000005
975,,0.5,0.5,True,0.2,6,-0.10210714285714266,280,71.41000000000005
976,,0.5,0.5,True,0.2,7,-0.10522336769759433,291,69.38000000000005
977,,0.5,0.5,True,0.2,8,-0.09910596026490047,604,40.140000000000114
978,,0.5,0.5,True,0.2,9,-0.10508650519031124,289,69.63000000000005
979,,0.5,0.5,True,0.2,10,-0.10957446808510621,282,69.10000000000005
980,,0.5,0.5,True,0.3,1,-0.37035098915124437,1567,-480.3399999999999
981,,0.5,0.5,True,0.3,2,-0.41008928571428577,448,-83.72000000000001
982,,0.5,0.5,True,0.3,3,-0.41140311804008917,449,-84.72000000000001
983,,0.5,0.5,True,0.3,4,-0.41430355427473586,1041,-331.29
984,,0.5,0.5,True,0.3,5,-0.41301431801055005,1327,-448.06999999999994
985,,0.5,0.5,True,0.3,6,-0.41582104228121924,1017,-322.89
986,,0.5,0.5,True,0.3,7,-0.3895734597156399,422,-64.40000000000002
987,,0.5,0.5,True,0.3,8,-0.38666666666666677,420,-62.40000000000002
988,,0.5,0.5,True,0.3,9,-0.4313163265306123,980,-322.69000000000005
989,,0.5,0.5,True,0.3,10,-0.42610766045548654,966,-311.62
990,,0.5,0.5,True,0.4,1,-0.5295502392344497,2090,-1006.7599999999999
991,,0.5,0.5,True,0.4,2,-0.4883922615076718,1499,-632.1
992,,0.5,0.5,True,0.4,3,-0.5031660899653978,578,-190.82999999999996
993,,0.5,0.5,True,0.4,4,-0.4878468208092486,1384,-575.1800000000001
994,,0.5,0.5,True,0.4,5,-0.49486151603498535,1372,-578.9499999999999
995,,0.5,0.5,True,0.4,6,-0.4991765578635014,1348,-572.8899999999999
996,,0.5,0.5,True,0.4,7,-0.4977719033232628,1324,-559.05
997,,0.5,0.5,True,0.4,8,-0.5089761354888375,1299,-561.1599999999999
998,,0.5,0.5,True,0.4,9,-0.5160811865729897,1281,-561.0999999999999
999,,0.5,0.5,True,0.4,10,-0.5331694352159468,1505,-702.42
1000,,0.5,0.5,False,0.1,1,-0.09838834951456314,515,49.329999999999984
1001,,0.5,0.5,False,0.1,2,-0.15244755244755243,143,78.2
1002,,0.5,0.5,False,0.1,3,-0.15244755244755243,143,78.2
1003,,0.5,0.5,False,0.1,4,0.06466876971608865,317,120.5000000000001
1004,,0.5,0.5,False,0.1,5,-0.11261194029850749,134,84.91
1005,,0.5,0.5,False,0.1,6,0.03538226299694214,327,111.57000000000008
1006,,0.5,0.5,False,0.1,7,-0.1256617647058824,136,82.91
1007,,0.5,0.5,False,0.1,8,0.013280254777070295,314,104.17000000000007
1008,,0.5,0.5,False,0.1,9,-0.21401869158878523,107,77.09999999999998
1009,,0.5,0.5,False,0.1,10,0.0031835205992511812,267,100.85000000000007
1010,,0.5,0.5,False,0.2,1,-0.06474951830443156,1038,32.79000000000005
1011,,0.5,0.5,False,0.2,2,-0.09417597765363113,716,32.57000000000011
1012,,0.5,0.5,False,0.2,3,-0.11617161716171603,303,64.80000000000004
1013,,0.5,0.5,False,0.2,4,-0.09376306620209043,287,73.09000000000005
1014,,0.5,0.5,False,0.2,5,-0.10287769784172651,695,28.50000000000007
1015,,0.5,0.5,False,0.2,6,-0.09275261324041793,287,73.38000000000005
1016,,0.5,0.5,False,0.2,7,-0.10522336769759433,291,69.38000000000005
1017,,0.5,0.5,False,0.2,8,-0.10817241379310327,290,68.63000000000005
1018,,0.5,0.5,False,0.2,9,-0.10508650519031124,289,69.63000000000005
1019,,0.5,0.5,False,0.2,10,-0.11272084805653693,283,68.10000000000005
1020,,0.5,0.5,False,0.3,1,-0.3634313099041533,1565,-468.76999999999987
1021,,0.5,0.5,False,0.3,2,-0.4006486486486487,1110,-344.72
1022,,0.5,0.5,False,0.3,3,-0.4136044176706828,996,-311.95000000000005
1023,,0.5,0.5,False,0.3,4,-0.408328173374613,1292,-427.56000000000006
1024,,0.5,0.5,False,0.3,5,-0.41794230769230767,1040,-334.65999999999997
1025,,0.5,0.5,False,0.3,6,-0.38373205741626804,418,-60.40000000000002
1026,,0.5,0.5,False,0.3,7,-0.39657599999999993,1250,-395.7199999999999
1027,,0.5,0.5,False,0.3,8,-0.402258064516129,1209,-386.3299999999999
1028,,0.5,0.5,False,0.3,9,-0.4313163265306123,980,-322.69000000000005
1029,,0.5,0.5,False,0.3,10,-0.42610766045548654,966,-311.62
1030,,0.5,0.5,False,0.4,1,-0.5329981114258734,2118,-1028.8899999999999
1031,,0.5,0.5,False,0.4,2,-0.5031660899653978,578,-190.82999999999996
1032,,0.5,0.5,False,0.4,3,-0.4894101508916323,1458,-613.56
1033,,0.5,0.5,False,0.4,4,-0.48330526315789474,1425,-588.71
1034,,0.5,0.5,False,0.4,5,-0.49486151603498535,1372,-578.9499999999999
1035,,0.5,0.5,False,0.4,6,-0.5424915445321307,887,-381.18999999999994
1036,,0.5,0.5,False,0.4,7,-0.5149969567863664,1643,-746.1399999999999
1037,,0.5,0.5,False,0.4,8,-0.5089761354888375,1299,-561.1599999999999
1038,,0.5,0.5,False,0.4,9,-0.5160811865729897,1281,-561.0999999999999
1039,,0.5,0.5,False,0.4,10,-0.5108922829581993,1244,-535.55
1040,,0.5,1.0,True,0.1,1,-0.09905380333951763,539,46.61
1041,,0.5,1.0,True,0.1,2,-0.12902985074626871,134,82.71
1042,,0.5,1.0,True,0.1,3,-0.1682300884955754,113,80.98999999999998
1043,,0.5,1.0,True,0.1,4,-0.12248120300751884,133,83.71
1044,,0.5,1.0,True,0.1,5,-0.11261194029850749,134,84.91
1045,,0.5,1.0,True,0.1,6,-0.11261194029850749,134,84.91
1046,,0.5,1.0,True,0.1,7,-0.19830357142857163,112,77.78999999999998
1047,,0.5,1.0,True,0.1,8,-0.127925925925926,135,82.72999999999999
1048,,0.5,1.0,True,0.1,9,-0.127925925925926,135,82.72999999999999
1049,,0.5,1.0,True,0.1,10,0.02929530201342307,298,108.73000000000008
1050,,0.5,1.0,True,0.2,1,-0.059688412852969726,1027,38.70000000000009
1051,,0.5,1.0,True,0.2,2,-0.11324503311258265,302,65.80000000000004
1052,,0.5,1.0,True,0.2,3,-0.10684027777777762,288,69.23000000000005
1053,,0.5,1.0,True,0.2,4,-0.09852734922861141,713,29.75000000000007
1054,,0.5,1.0,True,0.2,5,-0.09275261324041793,287,73.38000000000005
1055,,0.5,1.0,True,0.2,6,-0.0959027777777776,288,72.38000000000005
1056,,0.5,1.0,True,0.2,7,-0.10213793103448258,290,70.38000000000005
1057,,0.5,1.0,True,0.2,8,-0.10197916666666648,288,70.63000000000005
1058,,0.5,1.0,True,0.2,9,-0.11217391304347817,644,27.760000000000062
1059,,0.5,1.0,True,0.2,10,-0.10320689655172396,290,70.07000000000005
1060,,0.5,1.0,True,0.3,1,-0.3676992287917737,1556,-472.1399999999998
1061,,0.5,1.0,True,0.3,2,-0.4001082055906222,1109,-343.72
1062,,0.5,1.0,True,0.3,3,-0.41140311804008917,449,-84.72000000000001
1063,,0.5,1.0,True,0.3,4,-0.40778839088905217,1361,-455.0
1064,,0.5,1.0,True,0.3,5,-0.41794230769230767,1040,-334.65999999999997
